data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.userTime.optimizely_blockEnd,data.average.firstView.userTime.optimizely_projectJSBegin,data.average.firstView.userTime.optimizely_projectJSEnd,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,6354.0,0.0,5235.0,9800.0,5235.6749999999,5235.6700000018,6229.0,2689.0,10699.0,6354.0,0.0,1.0,1242.0,0.0,1761322.0,1745005.0,99227.0,94852.0,0.0,13837.0,13780.0,6354.0,6239.0,6239.0,2699.0,16.0,5235.0,5619.0,4806.0,5943.0,5943.0,5235.0,,13821.0,13780.0,2961.0,2698.0,2698.0,44.0,19187.0,0.0,1555108752.132685,13780.0,13780.0,6354.0,6240.0,3558.0,6239.0,0.0,0.0,106759.0,157335.0,2.0,5236.0,5620.0,4807.0,5943.0,5235.6700000018,,19187.0,14699.0,39.3785159389,87863.0,1428701.0,0.0,0.0,9800.0,0.0,9800.0,40534.0,299766.0,10000.0,0.73,0.64,0.12,1256.441,5915.449,12813.0,7067.321,17690.985,,7979.0,0.23,0.73,13821.0,13780.0,13780.0,0.0,-1.0,-1.0,1.0,5200.0,247.0,186.0,247.0,201.0,0.0,46.0,0.0,1.0,45.0,94.0,-1.0,87.0,-1.0,-1.0,94.0,100.0,-1.0,66.0,0.0,53.0,0.0,1.0,0.0,32491.0,0.0,4757.0,4757.0,,,,10000.0,6400.0,9500.0,10000.0,10000.0,9000,9000,1555108696,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190412_MY_2dc497a8b93844d2d546683287b9abec,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190412_MY_2dc497a8b93844d2d546683287b9abec,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-05-192.168.10.63,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,12,04,freshdirect-search,15,2019,200,Test Complete,19.04
,24.0,5203.0,0.0,3941.0,7900.0,3941.5949999966,3941.5949999966,4905.0,769.0,11864.0,3941.0,0.0,1.0,,0.0,1772846.0,1756449.0,99790.0,94418.0,0.0,,11103.0,5202.0,5073.0,5073.0,1937.0,30.0,3941.0,4275.0,3408.0,4780.0,4780.0,3941.0,,11160.0,11103.0,2115.0,1937.0,1936.0,45.0,15637.0,0.0,1555152832.856521,11104.0,11104.0,5203.0,5074.0,3564.0,5074.0,0.0,0.0,119239.0,169951.0,0.0,3942.0,4276.0,3409.0,4780.0,3941.5949999966,,15637.0,15670.0,48.984057518,81598.0,1422961.0,0.0,0.0,7900.0,0.0,7900.0,55345.0,316565.0,7900.0,0.73,0.64,0.16,1211.917,5345.554,14237.932,6382.172,15877.0569999924,,7533.0,0.23,0.73,11161.0,11104.0,11104.0,0.0,-1.0,-1.0,1.0,3900.0,250.0,182.0,250.0,205.0,0.0,45.0,0.0,1.0,45.0,94.0,-1.0,83.0,-1.0,-1.0,95.0,100.0,-1.0,59.0,0.0,53.0,0.0,1.0,0.0,27493.0,0.0,3366.0,3366.0,,,,7900.0,5400.0,7800.0,7800.0,7900.0,9000,9000,1555152770,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190413_3Y_cacd245a5572b073c8551844faa5fe11,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190413_3Y_cacd245a5572b073c8551844faa5fe11,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-07-192.168.10.65,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,13,04,freshdirect-search,15,2019,200,Test Complete,19.04
,24.0,5409.0,0.0,4098.0,8200.0,4098.0650000001,4098.0600000003,5317.0,1978.0,9036.0,,0.0,1.0,877.0,0.0,1747881.0,1731577.0,100154.0,95463.0,0.0,,11686.0,5409.0,5228.0,5227.0,1989.0,5.0,4098.0,4465.0,3474.0,4878.0,4878.0,4098.0,,11731.0,11686.0,2163.0,1987.0,1987.0,44.0,15854.0,3.0,1555197027.340629,11687.0,11687.0,5409.0,5228.0,3620.0,5228.0,0.0,0.0,125937.0,178347.0,2.0,4098.0,4466.0,3475.0,4878.0,4098.0600000003,,15857.0,15130.0,48.3541067434,85137.0,1427103.0,0.0,0.0,8200.0,0.0,8200.0,34411.0,288650.0,9600.0,0.76,0.71,0.18,56.94,5170.561,15021.349,6625.561,15021.349,,7023.0,0.23,0.73,11731.0,11687.0,11687.0,0.0,-1.0,-1.0,1.0,4100.0,250.0,185.0,250.0,203.0,0.0,47.0,0.0,1.0,44.0,94.0,-1.0,89.0,-1.0,-1.0,95.0,100.0,-1.0,82.0,0.0,55.0,0.0,1.0,0.0,27750.0,0.0,3428.0,3428.0,,,,9600.0,7900.0,8000.0,8200.0,9600.0,9000,9000,1555196907,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190413_P0_03c1a14d38ee26669359269c661c0aa8,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190413_P0_03c1a14d38ee26669359269c661c0aa8,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-01-192.168.10.80,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,13,04,freshdirect-search,15,2019,200,Test Complete,19.04
,24.0,4986.0,0.0,3801.0,7600.0,3801.1450000049,3801.1450000049,4740.0,907.0,8896.0,3801.0,0.0,1.0,,0.0,1798074.0,1781763.0,99745.0,95051.0,0.0,,11266.0,4986.0,4833.0,4832.0,1951.0,14.0,3801.0,4216.0,3277.0,4602.0,4602.0,3801.0,,11316.0,11266.0,2122.0,1951.0,1951.0,44.0,15560.0,0.0,1555241093.32645,11267.0,11266.0,4986.0,4833.0,3569.0,4833.0,0.0,0.0,122710.0,171984.0,0.0,3801.0,4217.0,3277.0,4602.0,3801.1450000049,,15560.0,15829.0,52.504145937,111371.0,1452353.0,0.0,0.0,7600.0,0.0,7600.0,42973.0,311239.0,7800.0,0.73,0.64,0.19,954.544,5042.284,11044.652,6961.09,15520.72,,7170.0,0.23,0.73,11317.0,11267.0,11267.0,0.0,-1.0,-1.0,1.0,3800.0,249.0,184.0,249.0,203.0,0.0,46.0,0.0,1.0,45.0,94.0,-1.0,87.0,-1.0,-1.0,93.0,100.0,-1.0,62.0,0.0,53.0,0.0,1.0,0.0,27246.0,0.0,3236.0,3236.0,,,,7800.0,5100.0,7500.0,7800.0,7800.0,9000,9000,1555240971,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190414_P8_2ab95d3b1c133d8bc28f6775cde78e48,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190414_P8_2ab95d3b1c133d8bc28f6775cde78e48,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-04-192.168.10.92,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,14,04,freshdirect-search,15,2019,200,Test Complete,19.04
,24.0,4960.0,5200.0,3896.0,7600.0,3896.5800000005,3896.5750000007,4917.0,2011.0,7965.0,,0.0,1.0,889.0,0.0,1664494.0,1647901.0,87877.0,82140.0,0.0,,9251.0,4959.0,4849.0,4848.0,2024.0,12.0,3896.0,4214.0,3345.0,5304.0,5304.0,3896.0,,9305.0,9251.0,2196.0,2023.0,2023.0,45.0,13485.0,0.0,1555285150.992827,9252.0,9252.0,4960.0,4849.0,3373.0,4849.0,0.0,0.0,145066.0,227579.0,2.0,3897.0,4215.0,3346.0,5304.0,3896.5750000007,,13485.0,12840.0,47.7146042363,82192.0,1403348.0,5200.0,5200.0,7600.0,5200.0,7600.0,19241.0,234782.0,13600.0,0.73,0.64,0.15,1048.043,5387.291,16080.426,6514.1,16080.426,,7480.0,0.23,0.73,9306.0,9252.0,9252.0,0.0,-1.0,-1.0,1.0,3900.0,225.0,160.0,225.0,180.0,0.0,45.0,0.0,1.0,44.0,94.0,-1.0,92.0,-1.0,-1.0,95.0,100.0,-1.0,79.0,0.0,47.0,0.0,1.0,0.0,25216.0,0.0,3316.0,3316.0,,,,8300.0,5200.0,7900.0,8100.0,8100.0,9000,9000,1555285082,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190414_PM_dd37518357c52434b1edc15217d051de,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190414_PM_dd37518357c52434b1edc15217d051de,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-07-192.168.10.86,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,14,04,freshdirect-search,15,2019,200,Test Complete,19.04
,24.0,5012.0,0.0,3710.0,7500.0,3710.2950000044,3710.2950000044,4616.0,1833.0,11422.0,3710.0,0.0,1.0,896.0,0.0,1787345.0,1771143.0,99782.0,94410.0,0.0,,10953.0,5012.0,4878.0,4878.0,1842.0,13.0,3710.0,4094.0,3232.0,4543.0,4543.0,3710.0,,11028.0,10953.0,2019.0,1841.0,1841.0,44.0,15211.0,0.0,1555329401.767981,10954.0,10953.0,5012.0,4878.0,3541.0,4878.0,0.0,0.0,133603.0,194182.0,2.0,3710.0,4094.0,3233.0,4544.0,3710.2950000044,,15211.0,14189.0,46.5856861458,81692.0,1423115.0,0.0,0.0,7500.0,0.0,7500.0,83451.0,332094.0,7600.0,0.73,0.64,0.19,1017.915,4956.32,11541.836,6416.665,16083.939,,7184.0,0.23,0.73,11028.0,10953.0,10954.0,0.0,-1.0,-1.0,1.0,3700.0,250.0,182.0,250.0,203.0,0.0,47.0,0.0,1.0,44.0,94.0,-1.0,75.0,-1.0,-1.0,95.0,100.0,-1.0,54.0,0.0,53.0,0.0,1.0,0.0,27173.0,0.0,3202.0,3202.0,,,,7600.0,4500.0,7400.0,7500.0,7500.0,9000,9000,1555329276,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190415_DH_1f52bb2924020892d5059b6cc8b4c5e8,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190415_DH_1f52bb2924020892d5059b6cc8b4c5e8,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-08-192.168.10.96,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,15,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,4869.0,0.0,3829.0,7600.0,3829.1649999992,3829.1649999992,4716.0,1926.0,11030.0,3829.0,0.0,1.0,882.0,0.0,1769938.0,1753694.0,99371.0,94677.0,0.0,,11022.0,4868.0,4764.0,4764.0,1936.0,6.0,3829.0,4160.0,3379.0,4485.0,4485.0,3829.0,,11089.0,11022.0,2118.0,1935.0,1935.0,44.0,15329.0,0.0,1555461534.751269,11023.0,11023.0,4869.0,4765.0,3559.0,4765.0,0.0,0.0,132055.0,192777.0,2.0,3829.0,4160.0,3379.0,4485.0,3829.1649999992,,15329.0,15130.0,48.0317460318,81620.0,1423508.0,0.0,0.0,7600.0,0.0,7600.0,55345.0,314268.0,8000.0,0.73,0.64,0.2,1033.909,5003.062,11495.279,6366.241,15710.258,,6875.0,0.23,0.73,11090.0,11023.0,11023.0,0.0,-1.0,-1.0,1.0,3800.0,247.0,183.0,247.0,201.0,0.0,46.0,0.0,1.0,44.0,94.0,-1.0,83.0,-1.0,-1.0,95.0,100.0,-1.0,59.0,0.0,53.0,0.0,1.0,0.0,27290.0,0.0,3336.0,3336.0,,,,8000.0,4900.0,7400.0,8000.0,8000.0,9000,9000,1555461462,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190417_EF_0c2bc572c43f262f1fbe24a3bce5443a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190417_EF_0c2bc572c43f262f1fbe24a3bce5443a,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-03-192.168.10.82,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,16,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,4922.0,0.0,3757.0,7600.0,3757.9750000004,3757.9750000004,4687.0,1971.0,8767.0,3757.0,0.0,1.0,876.0,0.0,1810665.0,1794372.0,99370.0,94358.0,0.0,,10935.0,4921.0,4789.0,4789.0,1980.0,12.0,3757.0,4165.0,3322.0,4540.0,4540.0,3757.0,,10990.0,10935.0,2154.0,1979.0,1979.0,45.0,15164.0,0.0,1555505723.627053,10936.0,10936.0,4922.0,4790.0,3533.0,4790.0,0.0,0.0,137244.0,200153.0,2.0,3758.0,4165.0,3323.0,4541.0,3757.9750000004,,15164.0,14450.0,47.3304945955,78539.0,1425517.0,0.0,0.0,7600.0,0.0,7600.0,34411.0,352917.0,7600.0,0.73,0.64,0.12,1095.306,6002.62,12740.679,7426.087,17215.205,,8262.0,0.23,0.73,10991.0,10936.0,10936.0,0.0,-1.0,-1.0,1.0,3800.0,250.0,183.0,250.0,202.0,0.0,48.0,0.0,1.0,45.0,94.0,-1.0,91.0,-1.0,-1.0,95.0,100.0,-1.0,81.0,0.0,52.0,0.0,1.0,0.0,26890.0,0.0,3297.0,3297.0,,,,7600.0,5000.0,7400.0,7500.0,7600.0,9000,9000,1555505623,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190417_NR_3b176e1a4b43e3124df4bdd7a8a991b5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190417_NR_3b176e1a4b43e3124df4bdd7a8a991b5,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-07-192.168.10.75,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,17,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,5151.0,0.0,3854.0,7700.0,3854.3,3854.3,4843.0,2046.0,8869.0,3854.0,0.0,1.0,874.0,0.0,1747078.0,1730879.0,101003.0,94633.0,0.0,,10931.0,5151.0,5015.0,5013.0,2056.0,15.0,3854.0,4237.0,3408.0,4721.0,4721.0,3854.0,,11048.0,10931.0,2233.0,2055.0,2055.0,46.0,15659.0,0.0,1555549993.942292,10931.0,10931.0,5151.0,5015.0,3582.0,5013.0,0.0,0.0,128338.0,194809.0,2.0,3854.0,4238.0,3408.0,4722.0,3854.3,,15659.0,14770.0,46.3881909548,82008.0,1429097.0,0.0,0.0,7700.0,0.0,7700.0,34411.0,285895.0,8600.0,0.76,0.71,0.18,41.6672,5175.82,15311.686,6394.657,15311.686,,6830.0,0.23,0.73,11048.0,10931.0,10931.0,0.0,-1.0,-1.0,1.0,3800.0,250.0,182.0,250.0,204.0,0.0,46.0,0.0,1.0,44.0,94.0,-1.0,88.0,-1.0,-1.0,95.0,100.0,-1.0,81.0,0.0,53.0,0.0,1.0,0.0,27551.0,0.0,3379.0,3379.0,,,,8600.0,7400.0,7500.0,7500.0,8600.0,9000,9000,1555549864,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190418_5Q_fb332436945dc808bff3b51aae6fef17,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190418_5Q_fb332436945dc808bff3b51aae6fef17,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-02-192.168.10.90,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,17,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,5370.0,0.0,4274.0,8300.0,4274.3399999963,4274.3349999946,5130.0,755.0,9230.0,,0.0,1.0,,0.0,1755191.0,1738991.0,99563.0,94872.0,0.0,,11841.0,5369.0,5255.0,5255.0,2391.0,12.0,4274.0,4620.0,3844.0,4620.0,4620.0,4274.0,,11890.0,11841.0,2569.0,2391.0,2391.0,44.0,15987.0,0.0,1555593905.442821,11841.0,11842.0,5370.0,5256.0,3602.0,5256.0,0.0,0.0,115230.0,156863.0,0.0,4274.0,4620.0,3845.0,4620.0,4274.3349999946,,15987.0,14730.0,44.6093276802,81965.0,1427715.0,0.0,0.0,8300.0,0.0,8300.0,46798.0,294223.0,8300.0,0.73,0.64,0.17,1429.001,5046.979,15676.608,6311.801,15676.6080000076,,7198.0,0.23,0.73,11891.0,11842.0,11841.0,0.0,-1.0,-1.0,1.0,4300.0,250.0,185.0,250.0,202.0,0.0,48.0,0.0,1.0,44.0,94.0,-1.0,85.0,-1.0,-1.0,95.0,100.0,-1.0,63.0,0.0,53.0,0.0,1.0,0.0,28570.0,0.0,3813.0,3813.0,,,,8300.0,5500.0,8100.0,8200.0,8200.0,9000,9000,1555593810,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190418_BZ_6b874461478017c645246ca952dc0eee,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190418_BZ_6b874461478017c645246ca952dc0eee,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-02-192.168.10.70,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,18,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,5033.0,5200.0,3813.0,7200.0,3813.2249999999,3813.22,4848.0,941.0,8063.0,,0.0,1.0,,0.0,1697551.0,1680902.0,88695.0,81552.0,0.0,,9135.0,5033.0,4866.0,4866.0,1946.0,11.0,3813.0,4301.0,3406.0,4577.0,4577.0,3813.0,,9223.0,9135.0,2125.0,1945.0,1945.0,44.0,13971.0,0.0,1555637980.330457,9136.0,9135.0,5033.0,4867.0,3419.0,4866.0,0.0,0.0,130280.0,205113.0,0.0,3813.0,4302.0,3407.0,4578.0,3813.22,,13971.0,12020.0,44.1262848752,78510.0,1406136.0,5200.0,5200.0,7200.0,5200.0,7200.0,59589.0,264312.0,8000.0,0.73,0.64,0.18,997.627,5235.951,11451.57,6126.098,16016.6060000005,,7261.0,0.23,0.73,9224.0,9135.0,9136.0,0.0,-1.0,-1.0,1.0,3800.0,233.0,161.0,233.0,190.0,0.0,43.0,0.0,1.0,44.0,94.0,-1.0,78.0,-1.0,-1.0,95.0,100.0,-1.0,51.0,0.0,48.0,0.0,1.0,0.0,25939.0,0.0,3362.0,3362.0,,,,8000.0,5200.0,8000.0,8000.0,8000.0,9000,9000,1555637904,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190419_0A_245dd3d5a19ea18cf09c5c96eb92629e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190419_0A_245dd3d5a19ea18cf09c5c96eb92629e,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-06-192.168.10.85,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,18,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,5562.0,0.0,4136.0,8700.0,4136.2250000002,4136.2250000002,5327.0,2031.0,9700.0,4136.0,0.0,1.0,946.0,0.0,1829477.0,1813150.0,99690.0,94997.0,0.0,,12104.0,5562.0,5349.0,5348.0,2045.0,6.0,4136.0,4669.0,3623.0,5085.0,5085.0,4136.0,,12169.0,12105.0,2230.0,2044.0,2044.0,45.0,16339.0,0.0,1555726226.913903,12105.0,12105.0,5562.0,5349.0,3592.0,5349.0,0.0,0.0,127863.0,179983.0,2.0,4136.0,4669.0,3623.0,5085.0,4136.2250000002,,16339.0,17849.0,54.189435337,81925.0,1460518.0,0.0,0.0,8700.0,0.0,8700.0,34907.0,258046.0,9100.0,0.73,0.64,0.15,945.152,5352.93,15985.266,7261.477,15985.266,,7515.0,0.23,0.73,12170.0,12105.0,12105.0,0.0,-1.0,-1.0,1.0,4100.0,254.0,189.0,254.0,206.0,0.0,48.0,0.0,1.0,44.0,94.0,-1.0,87.0,-1.0,-1.0,95.0,100.0,-1.0,81.0,0.0,54.0,0.0,1.0,0.0,31043.0,0.0,3594.0,3594.0,,,,9100.0,5800.0,8400.0,8700.0,8700.0,9000,9000,1555726107,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190420_T2_f7048fbb594c6639b56ffbee149ddcbc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190420_T2_f7048fbb594c6639b56ffbee149ddcbc,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-03-192.168.10.91,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,19,04,freshdirect-search,16,2019,200,Test Complete,19.04
,24.0,4677.0,0.0,3715.0,8100.0,3715.0449999972,3715.0449999972,4527.0,1779.0,8784.0,3715.0,0.0,1.0,871.0,0.0,1810683.0,1794522.0,97326.0,92954.0,0.0,,11225.0,4677.0,4560.0,4551.0,1788.0,8.0,3715.0,3945.0,3180.0,4545.0,4545.0,3715.0,,11276.0,11225.0,1963.0,1787.0,1787.0,44.0,15407.0,0.0,1555770273.150307,11226.0,11225.0,4677.0,4560.0,3555.0,4551.0,0.0,0.0,132864.0,189956.0,2.0,3715.0,3946.0,3181.0,4545.0,3715.0449999972,,15407.0,14139.0,45.3641321784,78680.0,1451755.0,0.0,0.0,8100.0,0.0,8100.0,34907.0,248195.0,8100.0,0.73,0.64,0.17,1018.691,5186.563,11392.91,6332.71,19436.041,,7358.0,0.23,0.73,11276.0,11225.0,11226.0,0.0,-1.0,-1.0,1.0,3700.0,247.0,185.0,247.0,202.0,0.0,45.0,0.0,1.0,44.0,94.0,-1.0,86.0,-1.0,-1.0,95.0,100.0,-1.0,80.0,0.0,51.0,0.0,1.0,0.0,26616.0,0.0,3155.0,3155.0,,,,8100.0,4700.0,7800.0,8100.0,8100.0,9000,9000,1555770144,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190420_32_996b6f0d8efc06e578ba9d7eb770a149,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190420_32_996b6f0d8efc06e578ba9d7eb770a149,1.0,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-06-192.168.10.94,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,20,04,freshdirect-search,16,2019,200,Test Complete,19.04
