data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,6842.0,0.0,4609.0,9700.0,4609.7650000011,4609.755000005,6044.0,2791.0,10582.0,4609.0,0.0,1.0,877.0,0.0,1603739.0,1587448.0,107257.0,102915.0,0.0,,12882.0,6841.0,6704.0,6703.0,2804.0,25.0,4609.0,4955.0,4152.0,5828.0,5828.0,4609.0,,12931.0,12883.0,3160.0,2804.0,2804.0,45.0,17038.0,0.0,1555593907.209064,12883.0,12883.0,6842.0,6704.0,4708.0,6704.0,0.0,0.0,112566.0,157297.0,2.0,4610.0,4956.0,4152.0,5828.0,4609.755000005,,17038.0,15169.0,43.7301816085,23002.0,1253899.0,0.0,0.0,0.0,9700.0,9700.0,30476.0,318412.0,9800.0,0.81,0.64,0.12,1164.816,5839.779,12529.832,7657.982,16260.634,,8560.0,0.23,0.73,12932.0,12884.0,12883.0,0.0,-1.0,-1.0,1.0,4700.0,255.0,192.0,255.0,210.0,0.0,45.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,70.0,0.0,1.0,0.0,28620.0,0.0,4118.0,4118.0,9800.0,5900.0,9700.0,9700.0,9700.0,9000,9000,1555593817,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190418_HR_b4cc1d499b42bda9176a33ebbd294ca5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190418_HR_b4cc1d499b42bda9176a33ebbd294ca5,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-03-192.168.10.71,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,18,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,7061.0,7500.0,4532.0,9400.0,4532.0999999967,4532.0999999967,5653.0,2424.0,12349.0,4532.0,0.0,1.0,912.0,0.0,1525521.0,1509236.0,96600.0,91334.0,0.0,,11567.0,7061.0,6919.0,6919.0,2436.0,5.0,4532.0,4985.0,3966.0,6415.0,6415.0,4532.0,,11628.0,11568.0,2789.0,2436.0,2435.0,45.0,16465.0,0.0,1555682037.363623,11568.0,11567.0,7061.0,6919.0,4562.0,6919.0,0.0,0.0,108647.0,165052.0,2.0,4532.0,4986.0,3966.0,6415.0,4532.0999999967,,16465.0,15370.0,47.5704116373,23008.0,1230677.0,7500.0,7500.0,7500.0,9400.0,9400.0,15306.0,269001.0,9400.0,0.85,0.71,0.14,61.4175,5973.785,14979.498,8051.047,14979.498,,7624.0,0.23,0.73,11628.0,11568.0,11568.0,0.0,-1.0,-1.0,1.0,4600.0,241.0,172.0,241.0,193.0,0.0,48.0,0.0,1.0,41.0,93.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,33146.0,0.0,3934.0,3934.0,9400.0,5500.0,5700.0,6500.0,9400.0,9000,9000,1555681979,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190419_SC_840209b48788b713921608d8dda6b490,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190419_SC_840209b48788b713921608d8dda6b490,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-08-192.168.10.66,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,19,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6974.0,7300.0,4874.0,9300.0,4874.7100000001,4874.7050000002,5852.0,2699.0,14329.0,4874.0,0.0,1.0,946.0,0.0,1519121.0,1502817.0,95932.0,91342.0,0.0,,11617.0,6974.0,6821.0,6821.0,2714.0,8.0,4874.0,5275.0,4243.0,6280.0,6280.0,4874.0,,11678.0,11617.0,3123.0,2713.0,2713.0,43.0,16147.0,141.0,1555726202.845784,11618.0,11617.0,6974.0,6821.0,4563.0,6821.0,0.0,0.0,111790.0,168496.0,2.0,4875.0,5276.0,4243.0,6281.0,4874.7050000002,,16288.0,14759.0,45.6541911537,23001.0,1224495.0,7300.0,7300.0,7300.0,9300.0,9300.0,15306.0,268733.0,9300.0,,,,,,,,,,,,,11678.0,11617.0,11618.0,0.0,-1.0,-1.0,1.0,4900.0,236.0,171.0,236.0,191.0,0.0,45.0,0.0,1.0,42.0,94.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,30064.0,0.0,4197.0,4197.0,9300.0,5900.0,6000.0,6000.0,9300.0,9000,9000,1555726066,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190420_A6_3a1102b87c0c55f2b96d01b765415c65,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190420_A6_3a1102b87c0c55f2b96d01b765415c65,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-05-192.168.10.73,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,19,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6100.0,6400.0,4352.0,8300.0,4352.6350000029,4352.6350000029,5192.0,2436.0,10309.0,4352.0,0.0,1.0,922.0,0.0,1526999.0,1510615.0,96155.0,90353.0,0.0,,10403.0,6100.0,5973.0,5972.0,2446.0,6.0,4352.0,4675.0,3913.0,5425.0,5425.0,4352.0,,10439.0,10403.0,2853.0,2446.0,2446.0,44.0,14777.0,0.0,1555770210.581896,10403.0,10403.0,6100.0,5973.0,4568.0,5973.0,0.0,0.0,123733.0,189609.0,2.0,4353.0,4676.0,3914.0,5426.0,4352.6350000029,,14777.0,13030.0,44.6998284734,22994.0,1230535.0,6400.0,6400.0,6400.0,8300.0,8300.0,15306.0,270738.0,8300.0,0.81,0.64,0.11,1058.028,6013.027,12994.609,8352.783,16256.1869999924,,8789.0,0.23,0.73,10439.0,10403.0,10403.0,0.0,-1.0,-1.0,1.0,4400.0,236.0,169.0,236.0,192.0,0.0,44.0,0.0,1.0,42.0,93.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,28475.0,0.0,3884.0,3884.0,8300.0,5200.0,5400.0,5400.0,8300.0,9000,9000,1555770150,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190420_4G_29f48ec5993cb47a9527b0ef6c405e9b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190420_4G_29f48ec5993cb47a9527b0ef6c405e9b,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM03-01-192.168.10.79,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,20,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6663.0,7100.0,4689.0,9300.0,4689.59,4689.5850000001,5645.0,2744.0,9527.0,,0.0,1.0,896.0,0.0,1532704.0,1515922.0,97291.0,91246.0,0.0,,10702.0,6662.0,6476.0,6476.0,2758.0,5.0,4689.0,5040.0,4192.0,5850.0,5850.0,4689.0,,10756.0,10702.0,3137.0,2757.0,2757.0,46.0,15349.0,0.0,1555814410.678647,10703.0,10703.0,6663.0,6477.0,4571.0,6476.0,0.0,0.0,121594.0,190466.0,2.0,4690.0,5041.0,4192.0,5851.0,4689.5850000001,,15349.0,13630.0,44.3973941368,23001.0,1236490.0,7100.0,7100.0,7100.0,9300.0,9300.0,15306.0,270438.0,9300.0,0.81,0.64,0.13,961.605,5748.052,12617.493,8118.747,16299.057,,8232.0,0.23,0.73,10757.0,10703.0,10703.0,0.0,-1.0,-1.0,1.0,4700.0,239.0,170.0,239.0,193.0,0.0,46.0,0.0,1.0,41.0,93.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,28723.0,0.0,4155.0,4155.0,9300.0,5600.0,5600.0,5800.0,9300.0,9000,9000,1555814294,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190421_3E_515fdb0f4bcc67471e6c04f3c8e61ea0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190421_3E_515fdb0f4bcc67471e6c04f3c8e61ea0,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-02-192.168.10.90,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,20,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6115.0,0.0,4479.0,8600.0,4479.1049999913,4479.0999999968,5657.0,2606.0,9812.0,4479.0,0.0,1.0,879.0,0.0,1604371.0,1588186.0,107087.0,102742.0,0.0,,12064.0,6115.0,5994.0,5994.0,2622.0,6.0,4479.0,4816.0,4037.0,5376.0,5376.0,4479.0,,12124.0,12064.0,2993.0,2621.0,2621.0,47.0,16272.0,0.0,1555858422.475297,12064.0,12064.0,6115.0,5994.0,4691.0,5994.0,0.0,0.0,117398.0,167919.0,2.0,4479.0,4816.0,4038.0,5377.0,4479.0999999968,,16272.0,13940.0,42.9319371728,23002.0,1262271.0,0.0,0.0,0.0,8600.0,8600.0,30476.0,310831.0,9000.0,0.81,0.64,0.12,1027.997,5734.797,12520.075,7669.007,15881.116,,8490.0,0.23,0.73,12124.0,12064.0,12064.0,0.0,-1.0,-1.0,1.0,4500.0,253.0,191.0,253.0,209.0,0.0,44.0,0.0,1.0,41.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,68.0,0.0,1.0,0.0,28287.0,0.0,4008.0,4008.0,9000.0,5400.0,9000.0,9000.0,9000.0,9000,9000,1555858357,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190421_A8_4e087931fb6e3e896509f77513498583,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190421_A8_4e087931fb6e3e896509f77513498583,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-01-192.168.10.43,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,21,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6346.0,0.0,4410.0,9000.0,4410.9750000007,4410.9699999999,5716.0,2542.0,11397.0,4410.0,0.0,1.0,886.0,0.0,1597773.0,1582892.0,106462.0,102115.0,0.0,,13211.0,6346.0,6215.0,6215.0,2558.0,17.0,4410.0,4781.0,3968.0,5684.0,5684.0,4410.0,,13272.0,13211.0,2930.0,2556.0,2556.0,47.0,16072.0,0.0,1555902586.193368,13212.0,13211.0,6346.0,6215.0,4688.0,6215.0,0.0,0.0,118091.0,148349.0,2.0,4411.0,4782.0,3969.0,5685.0,4410.9699999999,,16072.0,14549.0,40.0826446281,23008.0,1260259.0,0.0,0.0,0.0,9000.0,9000.0,30476.0,308972.0,9500.0,0.81,0.64,0.12,952.508,5694.69,15986.387,7735.698,15986.387,,8304.0,0.23,0.73,13272.0,13212.0,13212.0,0.0,-1.0,-1.0,1.0,4500.0,200.0,186.0,200.0,182.0,0.0,18.0,0.0,1.0,41.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,67.0,0.0,1.0,0.0,29619.0,0.0,3940.0,3940.0,9500.0,5400.0,9500.0,9500.0,9500.0,9000,9000,1555902466,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190422_MC_3dcb960f48c313a958af321f8bc31dae,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190422_MC_3dcb960f48c313a958af321f8bc31dae,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-02-192.168.10.90,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,21,04,freshdirect-browse,16,2019,200,Test Complete,19.04
,24.0,6193.0,6600.0,4509.0,8700.0,4509.2650000006,4509.2600000062,5379.0,2430.0,9086.0,,0.0,1.0,885.0,0.0,1531638.0,1514936.0,96853.0,91049.0,0.0,,10504.0,6193.0,6049.0,6049.0,2440.0,16.0,4509.0,4825.0,4040.0,5502.0,5502.0,4509.0,,10564.0,10505.0,2821.0,2439.0,2439.0,46.0,14774.0,0.0,1555947106.949281,10505.0,10505.0,6193.0,6049.0,4591.0,6049.0,0.0,0.0,124079.0,187608.0,2.0,4509.0,4825.0,4041.0,5503.0,4509.2600000062,,14774.0,13180.0,44.8146888813,22994.0,1244019.0,6600.0,6600.0,6600.0,8700.0,8700.0,15306.0,261949.0,8700.0,0.71,0.64,0.11,987.406,6158.462,12585.393,8028.141,16356.679,,8792.0,0.23,0.73,10564.0,10505.0,10505.0,0.0,-1.0,-1.0,1.0,4500.0,237.0,170.0,237.0,193.0,0.0,44.0,0.0,1.0,41.0,92.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,26618.0,0.0,4013.0,4013.0,8700.0,5300.0,5300.0,5500.0,8700.0,9000,9000,1555947039,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190422_CX_eaabdb913069a3b1bb926cb942740e08,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190422_CX_eaabdb913069a3b1bb926cb942740e08,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-05-192.168.10.63,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,22,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,6644.0,0.0,4895.0,9300.0,4895.1899999993,4895.1899999993,5997.0,2983.0,10484.0,4895.0,0.0,1.0,874.0,0.0,1608011.0,1591898.0,108788.0,103770.0,0.0,,12863.0,6643.0,6489.0,6489.0,2999.0,18.0,4895.0,5204.0,4428.0,5961.0,5961.0,4895.0,,12941.0,12863.0,3367.0,2998.0,2998.0,46.0,17688.0,0.0,1555990766.541629,12864.0,12864.0,6644.0,6490.0,4734.0,6490.0,0.0,0.0,109351.0,161106.0,2.0,4895.0,5205.0,4428.0,5961.0,4895.1899999993,,17688.0,14340.0,41.8686131387,23472.0,1257425.0,0.0,0.0,0.0,9300.0,9300.0,30476.0,319486.0,9500.0,0.71,0.64,0.1,1022.839,6251.424,16546.947,8501.449,16546.9470000038,,8864.0,0.23,0.73,12942.0,12864.0,12864.0,0.0,-1.0,-1.0,1.0,4900.0,262.0,195.0,262.0,212.0,0.0,50.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,72.0,0.0,1.0,0.0,30513.0,0.0,4401.0,4401.0,9500.0,5700.0,9300.0,9400.0,9400.0,9000,9000,1555990673,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190423_QE_fc1a5009308fb3b4174fb72f927af06d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190423_QE_fc1a5009308fb3b4174fb72f927af06d,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-01-192.168.10.69,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,22,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,6606.0,0.0,4793.0,9300.0,4793.3550000016,4793.3499999999,5980.0,2822.0,10347.0,4793.0,0.0,1.0,871.0,0.0,1606584.0,1590464.0,107751.0,103407.0,0.0,,12833.0,6605.0,6468.0,6467.0,2832.0,17.0,4793.0,5205.0,4304.0,5974.0,5974.0,4793.0,,12889.0,12833.0,3208.0,2832.0,2832.0,47.0,16975.0,0.0,1556035798.669847,12834.0,12834.0,6606.0,6468.0,4725.0,6468.0,0.0,0.0,113515.0,158855.0,2.0,4793.0,5206.0,4304.0,5974.0,4793.3499999999,,16975.0,14309.0,41.5625907639,23478.0,1264626.0,0.0,0.0,0.0,9300.0,9300.0,30476.0,310555.0,9300.0,0.71,0.64,0.11,1222.907,6037.744,12871.496,7938.457,16296.897,,8704.0,0.23,0.73,12890.0,12834.0,12834.0,0.0,-1.0,-1.0,1.0,4800.0,259.0,195.0,259.0,211.0,0.0,48.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,71.0,0.0,1.0,0.0,28877.0,0.0,4272.0,4272.0,9300.0,5600.0,9300.0,9300.0,9300.0,9000,9000,1556035728,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190423_YK_395c49ed0117a85f94c94bc897da8f55,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190423_YK_395c49ed0117a85f94c94bc897da8f55,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM03-06-192.168.10.85,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,23,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,,0.0,,8900.0,4373.7149999999,4373.7149999999,5688.0,2228.0,,,0.0,1.0,872.0,0.0,1651808.0,1638426.0,58137.0,53492.0,0.0,,11821.0,6213.0,6069.0,6069.0,2263.0,13.0,4373.0,4933.0,3961.0,4933.0,4933.0,4373.0,,11880.0,11822.0,2632.0,2262.0,2262.0,48.0,,,1556078958.884248,11822.0,11822.0,6214.0,6070.0,4724.0,6070.0,0.0,0.0,113964.0,170776.0,0.0,4374.0,4934.0,3961.0,4934.0,4373.7149999999,,16722.0,14830.0,45.8423493045,23473.0,1266124.0,0.0,0.0,0.0,8900.0,8900.0,30476.0,312351.0,9200.0,0.71,0.64,0.12,1323.386,5657.846,12934.635,7662.209,16411.431,,8429.0,0.23,0.73,11881.0,11823.0,11822.0,0.0,-1.0,-1.0,1.0,4400.0,188.0,181.0,188.0,174.0,0.0,14.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,26062.0,0.0,3934.0,3934.0,9100.0,5200.0,8800.0,8900.0,9000.0,9000,9000,1556078891,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190424_ZR_54daaf084d41489082bb9b926223e806,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190424_ZR_54daaf084d41489082bb9b926223e806,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-04-192.168.10.62,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,24,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,,0.0,,9200.0,4493.6699999998,4493.6699999998,5688.0,2496.0,,,0.0,1.0,885.0,0.0,1671761.0,1658136.0,59943.0,53804.0,0.0,12603.0,12486.0,6360.0,6229.0,6229.0,2524.0,11.0,4493.0,4788.0,4011.0,5589.0,5589.0,4493.0,,12580.0,12486.0,2898.0,2523.0,2523.0,50.0,,,1556123121.214039,12486.0,12486.0,6361.0,6230.0,4724.0,6230.0,0.0,0.0,104023.0,165979.0,0.0,4494.0,4789.0,4011.0,5589.0,4493.6699999998,,18567.0,14650.0,42.1219091432,23479.0,1284692.0,0.0,0.0,0.0,9200.0,9200.0,30476.0,312709.0,9300.0,0.71,0.64,,,,,,,,,,0.73,12581.0,12487.0,12486.0,0.0,-1.0,-1.0,1.0,4500.0,192.0,182.0,192.0,176.0,0.0,16.0,0.0,1.0,41.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,28481.0,0.0,3986.0,3986.0,9300.0,5600.0,9300.0,9300.0,9300.0,9000,9000,1556122998,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190424_8Q_de08144eac6049306a6f5656547a851c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190424_8Q_de08144eac6049306a6f5656547a851c,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-06-172.16.20.195,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,24,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,,0.0,,8600.0,4249.2100000018,4249.2050000001,5414.0,2399.0,,,0.0,1.0,874.0,0.0,1643629.0,1630397.0,57823.0,53176.0,0.0,,11714.0,6053.0,5920.0,5920.0,2437.0,13.0,4249.0,4594.0,3779.0,5432.0,5432.0,4249.0,,11779.0,11714.0,2800.0,2437.0,2437.0,47.0,,,1556167395.608473,11715.0,11714.0,6054.0,5921.0,4707.0,5920.0,0.0,0.0,115399.0,175010.0,0.0,4249.0,4595.0,3780.0,5433.0,4249.2050000001,,16642.0,14139.0,44.4234998429,23465.0,1260075.0,0.0,0.0,0.0,8600.0,8600.0,30476.0,310778.0,8700.0,0.71,0.64,0.12,1195.073,5876.564,12717.837,7782.811,16217.214,,8579.0,0.23,0.73,11780.0,11714.0,11715.0,0.0,-1.0,-1.0,1.0,4300.0,187.0,180.0,187.0,173.0,0.0,14.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,25894.0,0.0,3752.0,3752.0,8700.0,5100.0,8700.0,8700.0,8700.0,9000,9000,1556167325,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190425_8V_77c1dd37fe7785d267c296b3dd87e287,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190425_8V_77c1dd37fe7785d267c296b3dd87e287,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-04-172.16.20.248,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,25,04,freshdirect-browse,17,2019,200,Test Complete,19.04
,24.0,,0.0,,9900.0,5366.865,5366.8599999996,6596.0,3338.0,,,0.0,1.0,893.0,0.0,1600242.0,1584127.0,107505.0,103097.0,0.0,,13307.0,7131.0,6975.0,6975.0,3353.0,12.0,5366.0,5654.0,4886.0,6350.0,6350.0,5366.0,,13388.0,13307.0,3721.0,3353.0,3353.0,47.0,,,1556211285.44384,13307.0,13307.0,7132.0,6976.0,4704.0,6975.0,0.0,0.0,112281.0,158905.0,2.0,5367.0,5654.0,4887.0,6350.0,5366.8599999996,,17590.0,16549.0,46.9370391378,23473.0,1260193.0,0.0,0.0,0.0,9900.0,9900.0,30476.0,312219.0,10100.0,0.81,0.64,0.08,1291.796,6525.441,16637.665,8428.829,16637.665,,9063.0,0.23,0.73,13388.0,13307.0,13307.0,0.0,-1.0,-1.0,1.0,5400.0,253.0,190.0,253.0,207.0,0.0,46.0,0.0,1.0,42.0,92.0,-1.0,91.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,68.0,0.0,1.0,0.0,29788.0,0.0,4854.0,4854.0,10100.0,6400.0,10100.0,10100.0,10100.0,9000,9000,1556211163,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190425_H3_5005de22efa48e9df8dc3b0470f60a78,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190425_H3_5005de22efa48e9df8dc3b0470f60a78,1.0,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-05-172.16.20.191,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,25,04,freshdirect-browse,17,2019,200,Test Complete,19.04
