data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.start-auth_initialize,data.average.firstView.userTime.start-sapphire_qualifiedexperiments_api_call,data.average.firstView.userTime.stop-auth_initialize,data.average.firstView.userTime.stop-sapphire_qualifiedexperiments_api_call,data.average.firstView.userTimingMeasure.____ auth_initialize,data.average.firstView.userTimingMeasure.____ sapphire_qualifiedexperiments_api_call,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,,,1772.6149999944,1772.6149999944,2468,655,,,0,1,,1,2762291,2542015,50352,43692,0,10757.0,10120,1760,1760,1760,798,14,1772,1772,1027,2269,2269,1772,,10127,10120,1149,797,797,29,,,1552683136.0068731,10121,10121,1761,1761,881,1761,0,0,200602,268541.0,0,1773,1773,1028,2270,1772.6149999944,,14425,13650,42.207792207800004,45533,2111977,,,,,0,244631,9200,0.84,1.0,,908.537,1487.615,13246.488,3588.142000000001,,,2895.0,0.38,0.9,10128,10121,10121,0,-1,-1,1,2000,127,98,127,105,0,22,0,1,56,97,-1,100,-1,-1,98,100,-1,-1,0,2,0,1,0,23547,0,5897,3716,4162,5897,5023,2181,861,9100,2400,2400,2500,4700,9000,9000,1552683080,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190315_D9_595507f25624e0499d661afd8959942d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190315_D9_595507f25624e0499d661afd8959942d,,https://www.target.com/,VM03-06-192.168.10.85,https://www.target.com/,15,3,target-home,11,2019,200,Test Complete,18.1
24,,,,,1548.5000000008,1548.5000000008,2215,774,,,0,1,186.0,1,2732309,2512035,50371,43705,0,10708.0,10073,1563,1563,1562,785,9,1548,1548,1021,2257,2257,1548,,10081,10073,1132,784,784,29,,,1552727244.0326538,10074,10073,1563,1563,881,1562,0,0,209163,270111.0,0,1549,1549,1021,2258,1548.5000000008,,13837,12030,38.8315041963,16007,2084662,,,,,0,244631,9000,0.94,0.93,,1030.255,1217.522,10157.246,3898.034,,,3160.0,0.38,0.9,10081,10073,10074,0,-1,-1,1,1600,127,98,127,105,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,2,0,1,0,21991,0,5851,3680,4181,5851,5098,2171,917,8900,2100,2100,2300,4600,9000,9000,1552727169,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_ER_8e986a48b12cf0da40decdc7f16edf7d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_ER_8e986a48b12cf0da40decdc7f16edf7d,,https://www.target.com/,VM02-08-192.168.10.76,https://www.target.com/,16,3,target-home,11,2019,200,Test Complete,18.1
24,,,,,1567.4599999984,1567.4549999967,2009,765,,,0,1,187.0,1,2734875,2514599,51042,44378,0,11081.0,10415,1610,1610,1610,777,15,1567,1567,999,2307,2307,1567,,10424,10415,1124,776,776,27,,,1552771350.489658,10415,10415,1610,1610,881,1610,0,0,198827,260580.0,0,1567,1567,1000,2308,1567.4549999967,,14520,15639,48.6016159105,16007,2085749,,,,,0,244631,9300,0.94,0.93,0.6,895.97,1637.823,9985.018,3685.858,9985.018,,3051.0,0.38,0.9,10424,10415,10415,0,-1,-1,1,1600,127,98,127,105,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,2,0,1,0,23856,0,6383,3787,4323,6383,5409,2596,1086,4800,2100,2100,2100,4200,9000,9000,1552771259,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_0N_cce318a7ab147006a88c99c0c9f24996,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_0N_cce318a7ab147006a88c99c0c9f24996,,https://www.target.com/,VM04-01-192.168.10.80,https://www.target.com/,16,3,target-home,11,2019,200,Test Complete,18.1
24,,,,,1430.8149999997,1430.8149999997,2133,783,,,0,1,185.0,1,2621938,2401663,50868,44204,0,11368.0,10685,1402,1402,1402,791,19,1430,1430,1033,2096,2096,1430,,10693,10685,1146,790,790,29,,,1552815409.648597,10686,10686,1403,1403,893,1403,0,0,185913,242518.0,0,1431,1431,1034,2097,1430.8149999997,,14886,14920,45.7809143909,16007,2084188,,,,,0,138187,9200,0.94,0.93,0.65,916.175,1387.755,3025.385,3025.385,14871.45,,2882.0,0.38,0.9,10694,10686,10686,0,-1,-1,1,1500,130,101,130,107,0,23,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,5,0,1,0,24753,0,6623,3758,4275,6623,5430,2864,1155,9200,2400,2400,2400,2400,9000,9000,1552815360,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_H9_95ad6d99c5387aba53af77e2fc60ef1b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_H9_95ad6d99c5387aba53af77e2fc60ef1b,,https://www.target.com/,VM03-05-192.168.10.84,https://www.target.com/,17,3,target-home,11,2019,200,Test Complete,18.1
24,,,,,1334.3099999984,1334.3099999984,2024,763,,,0,1,191.0,1,2661821,2441503,41024,34360,0,10473.0,9824,1344,1344,1343,773,16,1334,1334,1007,2009,2009,1334,,9831,9824,1121,773,773,29,,,1552903817.4460359,9824,9824,1344,1344,889,1344,0,0,200227,269451.0,0,1334,1334,1008,2009,1334.3099999984,,14057,11539,36.7633004142,45533,2113073,,,,,0,138187,8900,0.94,0.93,0.54,1004.038,1487.43,10340.924,3134.611,14767.639,,3214.0,0.38,0.9,9831,9824,9824,0,-1,-1,1,1300,138,108,138,115,0,23,0,1,54,97,-1,100,-1,-1,98,100,-1,-1,0,5,0,1,0,22212,0,5679,3611,4052,5679,4901,2067,849,8900,2200,2200,2200,8900,9000,9000,1552903721,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_8K_ffbc0cc13be63d64e0549867105aee52,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_8K_ffbc0cc13be63d64e0549867105aee52,,https://www.target.com/,VM04-05-192.168.10.93,https://www.target.com/,18,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1310.3150000024,1310.3150000024,1967,754,,,0,1,187.0,1,2715672,2479439,47322,40660,0,,11377,1323,1323,1323,775,10,1310,1310,1000,1995,1995,1310,,11385,11377,1108,773,773,26,,,1552947788.151803,11378,11378,1323,1323,864,1323,0,0,200167,233380.0,0,1310,1310,1001,1995,1310.3150000024,,14321,13000,40.726817042600004,16007,2087680,,,,,0,222205,9100,0.94,0.93,0.64,989.753,1344.714,2891.78,2891.78,20615.6120000076,,2764.0,0.38,0.9,11386,11378,11378,0,-1,-1,1,1300,136,105,136,110,0,26,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,5,0,1,0,23477,0,6085,3681,4193,6085,5200,2403,1008,9100,2100,2100,2100,2100,9000,9000,1552947692,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_V6_7c626822412aa2fdb9d71753563edbf4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_V6_7c626822412aa2fdb9d71753563edbf4,,https://www.target.com/,VM04-02-192.168.10.90,https://www.target.com/,18,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1515.5299999969,1515.5249999953,2313,769,,,0,1,200.0,1,2663295,2442998,46317,39657,0,,11442,1487,1487,1486,778,16,1515,1515,1006,2186,2186,1515,,11458,11442,1124,777,777,28,,,1552991845.956326,11443,11442,1487,1487,876,1487,0,0,195270,228873.0,0,1516,1516,1006,2187,1515.5249999953,,14408,14310,44.372093023299996,16007,2088914,,,,,0,183599,9400,0.94,0.93,,1132.874,1125.535,11506.476,2992.6090000000013,,,2506.0,0.38,0.9,11458,11442,11443,0,-1,-1,1,1600,129,100,129,104,0,25,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,2,0,1,0,22211,0,6231,3832,4376,6231,5332,2399,956,4900,2300,2300,2300,4900,9000,9000,1552991790,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_A2_ce36fca81c2fc85bc375023c11a3e193,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_A2_ce36fca81c2fc85bc375023c11a3e193,,https://www.target.com/,VM03-06-192.168.10.85,https://www.target.com/,19,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1348.4799999997,1348.4799999997,2210,774,,,0,1,185.0,1,2681561,1577272,43649,11448,0,,6675,1446,1446,1446,786,5,1348,1348,1023,2211,2211,1348,,6679,6675,1132,784,784,29,,,1553035934.735576,6676,6675,1446,1446,876,1446,0,0,208082,267243.0,0,1348,1348,1023,2211,1348.4799999997,,13661,15440,50.589777195299995,16007,2093584,,,,,0,183599,9800,0.94,1.0,0.56,562.2215,1619.644,9911.487,3147.617,14200.700000000501,,2710.0,0.38,0.9,6679,6675,6676,0,-1,-1,1,1400,128,31,128,103,0,25,0,1,56,97,-1,100,-1,-1,100,100,-1,-1,0,2,0,1,0,23093,0,7343,4003,4787,7343,6093,3340,1306,9800,2200,2200,2200,9800,9000,9000,1553035858,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_PR_01152fb961067fdfca3f7f5566b19728,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_PR_01152fb961067fdfca3f7f5566b19728,,https://www.target.com/,VM02-05-192.168.10.73,https://www.target.com/,19,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1358.7200000038001,1358.7149999947999,2054,576,,,0,1,,1,2682024,1577502,41316,12291,0,10155.0,6460,1400,1400,1400,760,12,1358,1358,999,2031,2031,1358,,6480,6460,1107,759,759,29,,,1553080115.267932,6461,6460,1400,1400,859,1400,0,0,209043,268054.0,0,1359,1359,1000,2032,1358.7149999947999,,13406,15009,49.5052770449,16007,2091733,,,,,0,183857,9800,0.94,0.93,,1290.2730000000001,1476.256,11986.146,3109.572,,,3168.0,0.38,0.9,6480,6460,6461,0,-1,-1,1,1400,134,37,134,109,0,25,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,7,0,1,0,23402,0,7131,3904,4606,7131,5954,3227,1349,9800,2300,2300,2300,2300,9000,9000,1553080020,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_1W_b7847d1eb2689be4dd68492ed5a59934,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_1W_b7847d1eb2689be4dd68492ed5a59934,,https://www.target.com/,VM04-05-192.168.10.93,https://www.target.com/,20,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1069.1100000039999,1069.1100000039999,2040,7503,,,0,1,,1,2516400,1648085,29592,21269,0,,7186,1383,1383,1383,828,12,1069,1372,1057,2062,2062,1069,,7192,7186,1179,828,828,16,,,1553124154.147177,7186,7186,1383,1383,853,1383,0,0,763007,,0,1069,1372,1057,2062,1069.1100000039999,,10801,10360,44.8679081854,0,1943910,,,,,0,179958,9600,0.84,0.93,0.59,893.332,1296.302,11870.389,1612.87,11870.389,,2809.0,0.38,0.9,7192,7186,7186,0,-1,-1,1,1100,102,54,102,86,0,16,0,1,63,100,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,17202,0,5433,3636,4615,5433,5090,1798,475,9600,2200,2200,2200,9500,9000,9000,1553124049,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_NT_f77da0ff0fc9f86f3d896c9a611677d5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_NT_f77da0ff0fc9f86f3d896c9a611677d5,,https://www.target.com/,VM04-08-192.168.10.96,https://www.target.com/,20,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1104.5999999988,1104.5949999971,2187,825,,,0,1,209.0,1,2681146,2460932,47641,40787,0,12043.0,11444,1722,1722,1722,839,24,1104,1682,1092,2220,2220,1104,,11451,11444,1181,839,839,29,,,1553168254.282311,11444,11445,1723,1723,884,1722,0,0,186852,231747.0,0,1105,1682,1092,2220,1104.5949999971,,15174,14910,44.5207524634,16007,2097064,,,,,0,180237,9900,0.84,0.93,0.56,492.798,992.7230000000001,10158.748,2942.4559999999997,13636.54,,2900.0,0.38,0.9,11452,11445,11444,0,-1,-1,1,1100,131,104,131,109,0,22,0,1,54,97,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,24437,0,6090,3963,4962,6090,5553,2127,591,9900,2300,2300,2300,5400,9000,9000,1553168176,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_HV_3ce58c279897d377de3be80c28daa8f5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_HV_3ce58c279897d377de3be80c28daa8f5,,https://www.target.com/,VM02-02-192.168.10.70,https://www.target.com/,21,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1054.5100000017999,1054.5050000001,2028,790,,,0,1,188.0,1,2680905,2461927,43874,37018,0,,11933,1381,1381,1380,801,10,1054,1387,1036,1999,1999,1054,,11940,11933,1147,799,799,29,,,1553212336.999721,11934,11933,1381,1381,884,1380,0,0,185427,220919.0,0,1055,1387,1037,1999,1054.5050000001,,15248,14130,42.3307369682,16007,2097093,,,,,0,180237,10100,0.94,1.0,0.55,563.198,1013.8939999999999,10235.269,3020.124000000001,14948.278,,2893.0,0.38,0.9,11940,11933,11934,0,-1,-1,1,1100,130,103,130,108,0,22,0,1,56,97,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,25070,0,6303,3626,4958,6303,5693,2677,735,10100,2200,2200,2200,2300,9000,9000,1553212259,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_0D_3149756e55ed94395e82347a4f84c762,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_0D_3149756e55ed94395e82347a4f84c762,,https://www.target.com/,VM02-07-192.168.10.75,https://www.target.com/,21,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1441.39,1441.3850000001,1999,744,,,0,1,182.0,1,2680783,2461803,44617,37759,0,,10952,1460,1460,1460,754,6,1441,1441,1392,2030,2030,1441,,10963,10952,1100,752,752,30,,,1553256473.998999,10953,10952,1460,1460,883,1460,0,0,195577,241140.0,0,1441,1441,1393,2031,1441.3850000001,,14451,13450,41.7831624728,16007,2096903,,,,,0,180237,9600,0.94,0.93,0.55,497.1785,1319.479,10195.947,2959.323,15653.901000000002,,2769.0,0.38,0.9,10963,10952,10953,0,-1,-1,1,1400,130,103,130,109,0,21,0,1,54,97,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,22916,0,5723,3824,4743,5723,5245,1900,502,9600,2200,2200,2200,9500,9000,9000,1553256418,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190322_ME_5f7ffa152ee4f3b0c556fdc80ab15698,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190322_ME_5f7ffa152ee4f3b0c556fdc80ab15698,,https://www.target.com/,VM01-03-192.168.10.61,https://www.target.com/,22,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1158.07,1158.07,2161,775,,,0,1,187.0,1,2683082,2461883,54657,47801,0,11505.0,10841,1437,1436,1436,788,13,1158,1158,1137,2104,2104,1158,,10850,10841,1135,786,786,29,,,1553301349.982765,10842,10842,1438,1436,883,1436,0,0,168471,244549.0,0,1158,1158,1137,2104,1158.07,,16701,13389,40.2949142341,16007,2104369,,,,,0,180237,9700,0.94,1.0,0.52,570.7405,1285.5330000000001,14818.458,3166.3109999999997,14818.458,,3238.0,0.38,0.9,10851,10842,10842,0,-1,-1,1,1200,133,104,133,111,0,22,0,1,55,97,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,23418,0,5668,3824,4774,5668,5294,1843,520,9700,2500,2500,2500,2500,9000,9000,1553301290,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_BJ_b0367db0721a28f36b7518cbc3f7bd2f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_BJ_b0367db0721a28f36b7518cbc3f7bd2f,,https://www.target.com/,VM03-07-192.168.10.86,https://www.target.com/,22,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1038.5600000009,1038.5600000009,2007,767,,,0,1,185.0,1,2689756,2468660,43693,36833,0,11737.0,11084,1381,1381,1381,780,10,1038,1363,1031,2038,2038,1038,,11093,11084,1120,779,779,29,,,1553344660.774736,11085,11084,1381,1381,883,1381,0,0,168372,239257.0,0,1039,1364,1032,2038,1038.5600000009,,16742,12670,38.6398292162,16007,2104789,,,,,0,180237,9700,0.94,1.0,0.54,621.464,1139.277,14236.757,3059.0290000000005,14236.757,,2961.0,0.38,0.9,11093,11084,11085,0,-1,-1,1,1000,131,103,131,108,0,23,0,1,52,97,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,23825,0,6139,3762,4853,6139,5574,2378,721,9700,2200,2200,2200,9600,9000,9000,1553344557,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_82_76e02f40e7418682bb982416fbea9311,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_82_76e02f40e7418682bb982416fbea9311,,https://www.target.com/,VM04-04-192.168.10.92,https://www.target.com/,23,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1571.6749999992,1571.6699999975,2306,792,,,0,1,187.0,1,2519592,1653694,29298,20802,0,,8185,1596,1596,1596,804,23,1571,1571,1022,2210,2210,1571,,8201,8185,1152,803,803,15,,,1553388735.058843,8185,8185,1596,1596,855,1596,0,0,228575,223683.0,0,1572,1572,1023,2210,1571.6699999975,,11815,14519,55.5683122847,0,1953213,,,,,0,179958,10700,0.94,1.0,0.54,607.1855,1185.386,13486.963,3079.038,14860.142,,2955.0,0.38,0.9,8201,8185,8185,0,-1,-1,1,1600,99,52,99,82,0,17,0,1,65,100,-1,100,-1,-1,100,100,-1,-1,0,6,0,1,0,19618,0,6989,4227,5652,6989,6387,2762,734,6400,2400,2400,2400,2400,9000,9000,1553388673,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_GH_a395ff6cf2a77c73dd2f71906fd0e7a6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_GH_a395ff6cf2a77c73dd2f71906fd0e7a6,,https://www.target.com/,VM03-05-192.168.10.84,https://www.target.com/,23,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1206.9999999949,1206.9900000060002,2369,906,,,0,1,186.0,1,2520686,1655372,29805,21476,0,,7463,1518,1518,1518,917,23,1206,1206,1187,2189,2189,1206,,7479,7463,1258,917,917,16,,,1553432840.9593349,7463,7464,1519,1519,785,1519,0,0,246980,252458.0,0,1207,1207,1188,2190,1206.9900000060002,,11112,12769,53.3416875522,0,1951047,,,,,0,181910,9900,0.94,1.0,0.5,556.96,1362.1779999999999,13627.476999999999,3180.512,15078.0259999847,,4032.0,0.38,0.9,7480,7464,7463,0,-1,-1,1,1200,102,56,102,85,0,17,0,1,64,100,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,18209,0,6017,3872,5057,6017,5609,2146,552,9900,2500,2500,2500,2500,9000,9000,1553432753,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_VB_2dc6f07884c8cfdddd54a844bb85c003,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_VB_2dc6f07884c8cfdddd54a844bb85c003,,https://www.target.com/,VM02-01-192.168.10.69,https://www.target.com/,24,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1106.2949999978,1106.2899999961,2267,779,,,0,1,188.0,1,2681749,2460566,47772,41110,0,11761.0,11086,1410,1409,1409,791,10,1106,1106,1080,2161,2161,1106,,11098,11087,1133,790,790,29,,,1553476943.7071464,11087,11087,1410,1410,814,1410,0,0,175266,238704.0,0,1106,1106,1081,2162,1106.2899999961,,16080,12959,36.8915456874,16007,2101948,,,,,0,182189,9500,0.94,1.0,0.51,527.467,1483.4620000000002,13696.08,3490.881,13696.0799999924,,3781.0,0.38,0.9,11098,11087,11087,0,-1,-1,1,1100,130,101,130,106,0,24,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,24967,0,6349,4100,4596,6349,5506,2249,910,9500,2400,2400,2400,2400,9000,9000,1553476860,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_WQ_6ca6d9017bcc7f8bec51dc8e532eea29,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_WQ_6ca6d9017bcc7f8bec51dc8e532eea29,,https://www.target.com/,VM02-04-192.168.10.72,https://www.target.com/,24,3,target-home,12,2019,200,Test Complete,18.1
24,,,,,1280.1400000008,1280.1400000008,2171,745,,,0,1,184.0,1,2524467,1651606,29163,20834,0,,7387,1392,1392,1392,753,5,1280,1280,988,2070,2070,1280,,7396,7387,1095,752,752,15,,,1553521068.752075,7388,7388,1392,1392,784,1392,0,0,241367,248623.0,0,1280,1280,988,2071,1280.1400000008,,11204,12759,51.1422845691,0,1948402,,,,,0,181910,9900,0.94,0.93,0.64,546.862,1002.4939999999999,3008.065,3008.065,14011.036,,3740.0,0.38,0.9,7396,7388,7388,0,-1,-1,1,1300,97,51,97,81,0,16,0,1,58,100,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,18190,0,5883,3842,5001,5883,5515,2041,514,2400,2400,2400,2400,2400,9000,9000,1553520960,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_X2_9f445ba8160605839a9b5d31659b03ea,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_X2_9f445ba8160605839a9b5d31659b03ea,,https://www.target.com/,VM04-08-192.168.10.96,https://www.target.com/,25,3,target-home,13,2019,200,Test Complete,18.1
24,,,,,1318.1399999958,1318.1350000013,2396,908,,,0,1,185.0,1,2552554,1681492,29704,21377,0,,7189,1440,1440,1439,915,8,1318,1318,1284,2178,2178,1318,,7199,7189,1264,914,914,18,,,1553565148.836886,7189,7189,1440,1440,780,1440,0,0,256151,267710.0,0,1318,1318,1284,2179,1318.1350000013,,10873,10190,43.12314854,0,1977042,,,,,0,184792,9800,0.94,1.0,0.52,452.6105,1338.6370000000004,13455.963,3104.481,13455.963,,3794.0,0.38,0.9,7200,7189,7189,0,-1,-1,1,1400,101,53,101,85,0,16,0,1,60,100,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,17373,0,5794,3910,4857,5794,5340,1884,483,2500,2500,2500,2500,2500,9000,9000,1553565080,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190326_4H_aa8594fa7d3a54c4349c65aa659e033b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190326_4H_aa8594fa7d3a54c4349c65aa659e033b,,https://www.target.com/,VM03-01-192.168.10.79,https://www.target.com/,25,3,target-home,13,2019,200,Test Complete,18.1
